Username,Position,Team Name,Session Date,Match Day,Session Type,Session Name,Task Name,Player Duration,Distance (m),"Speed Zones (m) [0.0, 6.0]","Speed Zones (m) [6.0, 12.0]","Speed Zones (m) [12.0, 18.0]","Speed Zones (m) [18.0, 21.0]","Speed Zones (m) [21.0, 24.0]","Speed Zones (m) [24.0, 50.0]",Max Speed (km/h),Max Speed (Historical Player Maximum)
marvinsharpe,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,JDP ,00:06:05,666.5500923,192.9062653,310.3406677,146.2150269,17.08813477,0,0,20.23920059,37.72399902
patrickkrueger,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,JDP ,00:06:05,332.6638025,323.9212646,8.742538452,0,0,0,0,8.92440033,34.24700165
phillippfarber,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,JDP ,00:06:05,707.2636854,212.9124908,284.89328,196.167099,13.29080868,0,0,19.95480156,36.39
davutmeijs,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,JDP ,00:06:05,605.3356906,249.0217896,203.9736176,116.9924011,23.42644882,11.92142391,0,22.88879967,34.29
michalmunro,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,JDP ,00:06:05,569.9960483,199.975296,219.427887,120.9778061,15.86169815,11.47436142,2.27900362,24.83279991,32.46099854
georgeconnolly,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,JDP ,00:06:05,679.4878633,210.7411346,259.3112793,149.7023773,35.13823318,24.59485245,0,23.94000053,32.59
marmion,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,JDP ,00:06:05,591.2009993,195.5389404,227.7548523,143.6836243,20.3993187,3.824269772,0,23.5223999,33.56999969
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,JDP ,00:06:05,627.3511726,215.254149,228.0148038,156.4836946,20.13122177,5.790736567,1.676563826,21.42850945,34.48627256
phillippfarber,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Small Side Game, SSG",00:08:02,441.8874271,115.5156479,130.7938232,125.2301407,42.95106506,26.02983856,1.366915703,24.04800034,36.39
patrickkrueger,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Small Side Game, SSG",00:08:02,451.2333738,308.5239868,123.8625565,18.84683037,0,0,0,15.91919994,34.24700165
noahbrooks,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Small Side Game, SSG",00:08:02,537.629314,189.6739044,97.77262115,156.8997803,39.57834244,15.41821098,38.28645706,30.60000038,33.48699951
michalmunro,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Small Side Game, SSG",00:08:02,682.9472508,236.5354919,241.956131,116.8067856,61.3671875,20.66050529,5.621153831,25.21440125,32.46099854
marvinsharpe,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Small Side Game, SSG",00:08:02,737.8030679,249.8221588,339.5364685,105.5646286,18.72804642,15.81717491,8.334589958,25.61399841,37.72399902
kianlong,Right Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Small Side Game, SSG",00:08:02,825.0720934,186.2606354,327.8798523,240.0916443,24.54129791,29.78747368,16.51117897,27.12240028,37.72
georgeconnolly,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Small Side Game, SSG",00:08:02,735.3333774,252.0737152,200.4068604,129.8874359,59.86815643,79.30613708,13.79106903,25.58879852,32.59
davutmeijs,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Small Side Game, SSG",00:08:02,551.7105308,211.3601379,142.6864929,107.4624786,37.2885437,21.2590847,31.65379524,27.66600037,34.29
nereomarino,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Small Side Game, SSG",00:08:02,637.8379468,204.5319824,318.4068604,85.96565247,18.35058975,10.58286476,0,22.85280037,33.56999969
marmion,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Small Side Game, SSG",00:08:02,696.9208831,219.6188965,238.1313171,138.9260406,33.49265671,47.05666351,19.69532967,26.43479919,33.56999969
luisribeiro,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,"Small Side Game, SSG",00:08:02,485.2255971,154.442627,102.4946823,128.9248047,31.74832344,16.75035858,50.86481476,27.9503994,33.3
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,"Small Side Game, SSG",00:08:02,616.6909875,211.6690168,205.811606,123.1460202,33.44674631,25.69711928,16.9204822,25.36461804,34.48627256
phillippfarber,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Extensive Running,00:11:05,1254.786394,407.464447,553.4736938,241.5392456,40.64138794,11.66764545,0,23.29920006,36.39
patrickkrueger,Midfielder,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Extensive Running,00:11:05,483.1346604,429.3919067,52.30387115,1.438872457,0,0,0,12.83400059,34.24700165
noahbrooks,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Extensive Running,00:11:05,1346.405194,389.3191223,421.3964539,395.3300171,76.77552795,48.30207062,15.28199673,27.1439991,33.48699951
michalmunro,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Extensive Running,00:11:05,1027.40684,387.5257568,335.594574,192.9178925,65.10664368,27.99545479,18.2665081,27.70919991,32.46099854
marvinsharpe,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Extensive Running,00:11:05,1141.099598,324.7533875,528.0864868,272.995697,13.42780495,1.836239219,0,21.66120148,37.72399902
kianlong,Right Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Extensive Running,00:11:05,1340.505782,346.1458435,590.4845581,371.3691406,29.43000221,3.0762465,0,21.92760086,37.72
georgeconnolly,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Extensive Running,00:11:05,1129.474755,410.6973267,441.9664612,233.5342255,32.88296127,10.3937664,0,22.72319984,32.59
davutmeijs,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Extensive Running,00:11:05,1086.832229,483.4489441,350.9278259,168.396286,49.96070862,27.74381828,6.35466814,25.36199951,34.29
luisribeiro,Winger,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Extensive Running,00:11:05,1198.952413,457.0095825,424.9773254,252.0525055,31.90516853,14.68707848,18.32077026,29.08799934,33.3
marmion,Left Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Extensive Running,00:11:05,981.0931499,453.9975891,364.5338135,125.0230255,22.52684975,9.969561577,5.042295456,25.35840034,33.56999969
nereomarino,Centre Back,Wimu team,14/03/2021,+1 MD,Coadjuvant Recovery,SESSION 14.03,Extensive Running,00:11:05,911.9219964,389.1060486,327.0155945,170.1083679,9.46717453,7.580272675,8.644556046,27.83160019,33.56999969
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Extensive Running,00:11:05,1081.964819,407.1690868,399.1600598,220.4277523,33.8294754,14.84110491,6.537344976,24.0853092,34.48627256
